nboletahogar,nlinea,parentesco,sexo,edad,embarazada_lactante,sabe_leer,asistido_escuela_vez,estudiando_actual,grado_estudio,grado_estudio_an,ocupacion
GHCUES1288,4,3-Hijo,1-Hombre,3,,,,,,,
GHCUES1288,5,3-Hijo,1-Hombre,2,,,,,,,
GHCUES1288,2,2-Esposa/esposo,2-Mujer,29,1-Embarazada,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1289,1,1-Jefe del hogar,1-Hombre,75,,01-Si,01-Si,02-No,1-Primaria,3,05- Jornalero agrícola
GHCUES1289,2,2-Esposa/esposo,2-Mujer,74,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1291,1,1-Jefe del hogar,1-Hombre,59,,02-No,02-No,,,,02-Agricultor dedicado a granos básicos
GHCUES1291,2,2-Esposa/esposo,2-Mujer,55,4-No aplica,01-Si,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES1292,3,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1292,1,1-Jefe del hogar,2-Mujer,63,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1292,2,3-Hijo,2-Mujer,19,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,5,09- Trabajador en oficios domésticos
GHCUES1293,1,1-Jefe del hogar,1-Hombre,37,,02-No,02-No,,,,"04- Agricultor dedicado a hortalizas, frutas y granos básicos"
GHCUES1293,3,3-Hijo,1-Hombre,9,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES1293,4,3-Hijo,1-Hombre,5,,,,,,,
GHCUES1293,2,2-Esposa/esposo,2-Mujer,36,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1293,5,3-Hijo,2-Mujer,3,4-No aplica,,,,,,
GHCUES1294,1,1-Jefe del hogar,1-Hombre,57,,01-Si,01-Si,02-No,1-Primaria,2,"04- Agricultor dedicado a hortalizas, frutas y granos básicos"
GHCUES1294,3,3-Hijo,1-Hombre,23,,01-Si,01-Si,02-No,2-Secundaria,1,18- Obrero especializado de fábrica
GHCUES1294,5,5-Nieto,1-Hombre,1,,,,,,,
GHCUES1294,2,2-Esposa/esposo,2-Mujer,47,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1294,4,4-Yerno/nuera,2-Mujer,24,1-Embarazada,01-Si,01-Si,02-No,1-Primaria,4,06 - Ama de casa
GHCUES1294,6,6-Padre/madre,2-Mujer,76,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1295,1,1-Jefe del hogar,1-Hombre,43,,01-Si,01-Si,02-No,1-Primaria,2,05- Jornalero agrícola
GHCUES1295,5,3-Hijo,1-Hombre,19,,01-Si,01-Si,02-No,2-Secundaria,1,07 - Escolar / estudiante
GHCUES1295,6,3-Hijo,1-Hombre,17,,02-No,02-No,,,,23- Enfermo
GHCUES1295,7,3-Hijo,1-Hombre,15,,02-No,02-No,,,,23- Enfermo
GHCUES1295,9,3-Hijo,1-Hombre,6,,02-No,02-No,,,,
GHCUES1295,2,2-Esposa/esposo,2-Mujer,41,1-Embarazada,02-No,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES1295,3,3-Hijo,2-Mujer,23,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1295,4,3-Hijo,2-Mujer,21,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1295,8,3-Hijo,2-Mujer,8,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES1295,10,3-Hijo,2-Mujer,4,4-No aplica,,,,,,
GHCUES1295,11,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES1296,1,1-Jefe del hogar,1-Hombre,50,,02-No,02-No,,,,02-Agricultor dedicado a granos básicos
GHCUES1296,4,3-Hijo,1-Hombre,19,,01-Si,01-Si,02-No,1-Primaria,6,01-Agricultor sin tierra y/o en tierra familiar
GHCUES1296,6,3-Hijo,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES1296,2,2-Esposa/esposo,2-Mujer,47,3-No embarazada ni lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES1296,3,3-Hijo,2-Mujer,26,3-No embarazada ni lactante,02-No,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1296,5,3-Hijo,2-Mujer,13,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,
GHCUES1296,7,3-Hijo,2-Mujer,8,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES1297,3,5-Nieto,1-Hombre,9,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES1297,1,1-Jefe del hogar,2-Mujer,63,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1297,2,5-Nieto,2-Mujer,10,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1298,1,1-Jefe del hogar,1-Hombre,35,,01-Si,01-Si,02-No,1-Primaria,3,05- Jornalero agrícola
GHCUES1298,4,3-Hijo,1-Hombre,12,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1298,5,3-Hijo,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES1298,6,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1298,7,3-Hijo,1-Hombre,6,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1298,9,3-Hijo,1-Hombre,4,,,,,,,
GHCUES1298,10,3-Hijo,1-Hombre,2,,,,,,,
GHCUES1298,2,2-Esposa/esposo,2-Mujer,36,2-Lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1298,3,3-Hijo,2-Mujer,13,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,
GHCUES1298,8,3-Hijo,2-Mujer,5,4-No aplica,,,,,,
GHCUES1298,11,3-Hijo,2-Mujer,0,4-No aplica,,,,,,
GHCUES1299,1,1-Jefe del hogar,1-Hombre,28,,01-Si,01-Si,02-No,1-Primaria,1,14- Comerciante ambulante
GHCUES1299,2,2-Esposa/esposo,2-Mujer,26,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,10- Trabajador en manufacturas caseras
GHCUES1299,3,3-Hijo,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1300,1,1-Jefe del hogar,1-Hombre,50,,01-Si,01-Si,02-No,1-Primaria,2,14- Comerciante ambulante
GHCUES1300,3,3-Hijo,1-Hombre,18,,01-Si,01-Si,02-No,1-Primaria,6,14- Comerciante ambulante
GHCUES1300,5,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES1300,6,3-Hijo,1-Hombre,8,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1300,2,2-Esposa/esposo,2-Mujer,49,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1300,4,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1300,7,5-Nieto,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1301,1,1-Jefe del hogar,1-Hombre,67,,02-No,01-Si,02-No,0-Ninguno,0,14- Comerciante ambulante
GHCUES1301,4,3-Hijo,1-Hombre,35,,01-Si,01-Si,02-No,1-Primaria,6,15- Comerciante fijo en la comunidad
GHCUES1301,5,5-Nieto,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1301,2,2-Esposa/esposo,2-Mujer,64,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1301,3,3-Hijo,2-Mujer,42,3-No embarazada ni lactante,02-No,02-No,,,,09- Trabajador en oficios domésticos
GHCUES1302,1,1-Jefe del hogar,1-Hombre,60,,02-No,02-No,,,,23- Enfermo
GHCUES1302,3,3-Hijo,1-Hombre,27,,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1302,5,5-Nieto,1-Hombre,8,,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES1302,2,2-Esposa/esposo,2-Mujer,52,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1302,4,4-Yerno/nuera,2-Mujer,27,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,5,15- Comerciante fijo en la comunidad
GHCUES1302,6,5-Nieto,2-Mujer,4,4-No aplica,,,,,,
GHCUES1303,1,1-Jefe del hogar,1-Hombre,76,,01-Si,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES1303,4,3-Hijo,1-Hombre,28,,01-Si,01-Si,02-No,1-Primaria,6,14- Comerciante ambulante
GHCUES1303,2,2-Esposa/esposo,2-Mujer,66,4-No aplica,01-Si,01-Si,01-Si,4-Alfabetización,0,06 - Ama de casa
GHCUES1303,3,3-Hijo,2-Mujer,30,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,1,15- Comerciante fijo en la comunidad
GHCUES1304,1,1-Jefe del hogar,1-Hombre,72,,02-No,02-No,,,,02-Agricultor dedicado a granos básicos
GHCUES1304,2,2-Esposa/esposo,2-Mujer,66,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1305,1,1-Jefe del hogar,1-Hombre,62,,01-Si,01-Si,02-No,1-Primaria,3,02-Agricultor dedicado a granos básicos
GHCUES1305,3,3-Hijo,1-Hombre,28,,01-Si,01-Si,02-No,1-Primaria,6,14- Comerciante ambulante
GHCUES1305,2,2-Esposa/esposo,2-Mujer,52,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1305,4,6-Padre/madre,2-Mujer,98,4-No aplica,02-No,02-No,,,,00-Ninguna
GHCUES1306,1,1-Jefe del hogar,1-Hombre,51,,01-Si,01-Si,02-No,1-Primaria,5,14- Comerciante ambulante
GHCUES1306,3,3-Hijo,1-Hombre,21,,01-Si,01-Si,02-No,1-Primaria,6,08 - Jornalero no agrícola
GHCUES1306,4,3-Hijo,1-Hombre,20,,01-Si,01-Si,01-Si,1-Primaria,6,08 - Jornalero no agrícola
GHCUES1306,8,3-Hijo,1-Hombre,1,,,,,,,
GHCUES1306,2,2-Esposa/esposo,2-Mujer,43,2-Lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1306,5,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,6,09- Trabajador en oficios domésticos
GHCUES1306,6,3-Hijo,2-Mujer,11,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1306,7,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES1307,1,1-Jefe del hogar,1-Hombre,68,,01-Si,01-Si,02-No,1-Primaria,1,"04- Agricultor dedicado a hortalizas, frutas y granos básicos"
GHCUES1307,2,2-Esposa/esposo,2-Mujer,65,4-No aplica,02-No,02-No,,,,01-Agricultor sin tierra y/o en tierra familiar
GHCUES1307,3,3-Hijo,2-Mujer,23,2-Lactante,01-Si,01-Si,02-No,1-Primaria,4,06 - Ama de casa
GHCUES1307,4,3-Hijo,2-Mujer,1,4-No aplica,,,,,,
GHCUES1308,1,1-Jefe del hogar,1-Hombre,45,,01-Si,01-Si,02-No,1-Primaria,3,02-Agricultor dedicado a granos básicos
GHCUES1308,2,2-Esposa/esposo,2-Mujer,47,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1308,3,3-Hijo,2-Mujer,22,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1308,4,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1308,5,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,
GHCUES1309,1,1-Jefe del hogar,1-Hombre,41,,01-Si,01-Si,02-No,2-Secundaria,3,19- Obrero especializado independiente
GHCUES1309,3,3-Hijo,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES1309,4,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1309,5,3-Hijo,1-Hombre,7,,01-Si,01-Si,01-Si,0-Ninguno,0,
GHCUES1309,6,3-Hijo,1-Hombre,5,,,,,,,
GHCUES1309,7,3-Hijo,1-Hombre,3,,,,,,,
GHCUES1309,2,2-Esposa/esposo,2-Mujer,39,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1309,8,7-Suegro/a,2-Mujer,67,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1310,1,1-Jefe del hogar,1-Hombre,53,,01-Si,01-Si,02-No,1-Primaria,6,00-Ninguna
GHCUES1310,3,3-Hijo,1-Hombre,18,,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1310,4,3-Hijo,1-Hombre,14,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1310,6,3-Hijo,1-Hombre,9,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES1310,2,2-Esposa/esposo,2-Mujer,47,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1310,5,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1311,1,1-Jefe del hogar,1-Hombre,53,,01-Si,01-Si,02-No,1-Primaria,3,02-Agricultor dedicado a granos básicos
GHCUES1311,3,3-Hijo,1-Hombre,21,,01-Si,01-Si,01-Si,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES1311,4,3-Hijo,1-Hombre,17,,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES1311,6,5-Nieto,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1311,2,2-Esposa/esposo,2-Mujer,49,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,10- Trabajador en manufacturas caseras
GHCUES1311,5,4-Yerno/nuera,2-Mujer,25,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,4,10- Trabajador en manufacturas caseras
GHCUES1311,7,5-Nieto,2-Mujer,5,4-No aplica,,,,,,
GHCUES1312,1,1-Jefe del hogar,1-Hombre,35,,02-No,01-Si,02-No,0-Ninguno,0,14- Comerciante ambulante
GHCUES1312,3,3-Hijo,1-Hombre,14,,01-Si,01-Si,02-No,1-Primaria,6,
GHCUES1312,4,3-Hijo,1-Hombre,12,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1312,2,2-Esposa/esposo,2-Mujer,37,1-Embarazada,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1312,5,3-Hijo,2-Mujer,7,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1313,1,1-Jefe del hogar,1-Hombre,39,,01-Si,01-Si,02-No,1-Primaria,6,02-Agricultor dedicado a granos básicos
GHCUES1313,5,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES1313,8,3-Hijo,1-Hombre,1,,,,,,,
GHCUES1313,2,2-Esposa/esposo,2-Mujer,34,2-Lactante,02-No,01-Si,02-No,0-Ninguno,0,06 - Ama de casa
GHCUES1313,3,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1313,4,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1313,6,3-Hijo,2-Mujer,8,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1313,7,3-Hijo,2-Mujer,4,4-No aplica,,,,,,
GHCUES1314,1,1-Jefe del hogar,1-Hombre,32,,01-Si,01-Si,02-No,9-No sabe,8,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1314,3,3-Hijo,1-Hombre,5,,,,,,,
GHCUES1314,4,3-Hijo,1-Hombre,1,,,,,,,
GHCUES1314,2,2-Esposa/esposo,2-Mujer,31,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,4,10- Trabajador en manufacturas caseras
GHCUES1316,1,1-Jefe del hogar,1-Hombre,43,,01-Si,01-Si,02-No,1-Primaria,2,02-Agricultor dedicado a granos básicos
GHCUES1316,3,3-Hijo,1-Hombre,15,,01-Si,01-Si,02-No,1-Primaria,6,02-Agricultor dedicado a granos básicos
GHCUES1316,4,3-Hijo,1-Hombre,14,,01-Si,01-Si,02-No,1-Primaria,6,
GHCUES1316,7,3-Hijo,1-Hombre,6,,02-No,02-No,,,,
GHCUES1316,8,6-Padre/madre,1-Hombre,86,,01-Si,02-No,,,,00-Ninguna
GHCUES1316,2,2-Esposa/esposo,2-Mujer,36,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1316,5,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1316,6,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES1317,1,1-Jefe del hogar,1-Hombre,56,,01-Si,01-Si,02-No,1-Primaria,3,"04- Agricultor dedicado a hortalizas, frutas y granos básicos"
GHCUES1317,5,3-Hijo,1-Hombre,23,,01-Si,01-Si,02-No,1-Primaria,6,"04- Agricultor dedicado a hortalizas, frutas y granos básicos"
GHCUES1317,6,3-Hijo,1-Hombre,21,,01-Si,01-Si,02-No,1-Primaria,6,"04- Agricultor dedicado a hortalizas, frutas y granos básicos"
GHCUES1317,7,3-Hijo,1-Hombre,19,,01-Si,01-Si,02-No,1-Primaria,6,"04- Agricultor dedicado a hortalizas, frutas y granos básicos"
GHCUES1317,2,2-Esposa/esposo,2-Mujer,56,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1317,3,3-Hijo,2-Mujer,26,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1317,4,3-Hijo,2-Mujer,24,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1318,1,1-Jefe del hogar,1-Hombre,84,,01-Si,01-Si,02-No,1-Primaria,3,05- Jornalero agrícola
GHCUES1318,2,2-Esposa/esposo,2-Mujer,74,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1319,1,1-Jefe del hogar,1-Hombre,49,,01-Si,01-Si,02-No,1-Primaria,2,08 - Jornalero no agrícola
GHCUES1319,5,3-Hijo,1-Hombre,23,,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1319,2,2-Esposa/esposo,2-Mujer,44,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1319,3,3-Hijo,2-Mujer,16,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,09- Trabajador en oficios domésticos
GHCUES1319,4,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,02-No,1-Primaria,2,
GHCUES1319,6,4-Yerno/nuera,2-Mujer,23,2-Lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1320,1,1-Jefe del hogar,1-Hombre,39,,01-Si,01-Si,02-No,1-Primaria,2,14- Comerciante ambulante
GHCUES1320,2,2-Esposa/esposo,2-Mujer,40,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,15- Comerciante fijo en la comunidad
GHCUES1322,1,1-Jefe del hogar,1-Hombre,34,,01-Si,01-Si,02-No,1-Primaria,3,08 - Jornalero no agrícola
GHCUES1322,3,3-Hijo,1-Hombre,5,,,,,,,
GHCUES1322,2,2-Esposa/esposo,2-Mujer,35,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1323,1,1-Jefe del hogar,1-Hombre,28,,01-Si,01-Si,02-No,3-Superior/universitaria,4,15- Comerciante fijo en la comunidad
GHCUES1323,3,3-Hijo,1-Hombre,3,,,,,,,
GHCUES1323,5,8-Hermano/a,1-Hombre,21,,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES1323,2,2-Esposa/esposo,2-Mujer,20,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,06 - Ama de casa
GHCUES1323,4,7-Suegro/a,2-Mujer,48,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,21- Empleado especializado público o privado
GHCUES1324,2,2-Esposa/esposo,1-Hombre,49,,01-Si,01-Si,02-No,3-Superior/universitaria,1,14- Comerciante ambulante
GHCUES1324,3,3-Hijo,1-Hombre,24,,01-Si,01-Si,02-No,2-Secundaria,5,00-Ninguna
GHCUES1324,4,3-Hijo,1-Hombre,19,,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES1324,1,1-Jefe del hogar,2-Mujer,48,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,09- Trabajador en oficios domésticos
GHCUES1324,5,3-Hijo,2-Mujer,21,2-Lactante,01-Si,01-Si,02-No,3-Superior/universitaria,1,06 - Ama de casa
GHCUES1324,6,5-Nieto,2-Mujer,4,4-No aplica,,,,,,
GHCUES1324,7,5-Nieto,2-Mujer,0,4-No aplica,,,,,,
GHCUES1325,1,1-Jefe del hogar,1-Hombre,30,,01-Si,01-Si,02-No,1-Primaria,6,08 - Jornalero no agrícola
GHCUES1325,2,2-Esposa/esposo,2-Mujer,24,2-Lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES1325,3,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES1326,2,3-Hijo,1-Hombre,13,,01-Si,01-Si,02-No,1-Primaria,4,
GHCUES1326,3,3-Hijo,1-Hombre,7,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1326,1,1-Jefe del hogar,2-Mujer,34,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,09- Trabajador en oficios domésticos
GHCUES1326,4,3-Hijo,2-Mujer,6,4-No aplica,02-No,02-No,,,,
GHCUES1326,5,6-Padre/madre,2-Mujer,62,4-No aplica,02-No,02-No,,,,09- Trabajador en oficios domésticos
GHCUES1326,6,8-Hermano/a,2-Mujer,32,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1327,3,5-Nieto,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1327,4,5-Nieto,1-Hombre,1,,,,,,,
GHCUES1327,1,1-Jefe del hogar,2-Mujer,58,4-No aplica,02-No,02-No,,,,15- Comerciante fijo en la comunidad
GHCUES1327,2,3-Hijo,2-Mujer,35,2-Lactante,01-Si,01-Si,02-No,2-Secundaria,6,15- Comerciante fijo en la comunidad
GHCUES1328,1,1-Jefe del hogar,1-Hombre,77,,01-Si,01-Si,02-No,1-Primaria,6,24- Jubilado
GHCUES1328,5,3-Hijo,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES1328,2,2-Esposa/esposo,2-Mujer,73,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,4,06 - Ama de casa
GHCUES1328,3,3-Hijo,2-Mujer,45,3-No embarazada ni lactante,01-Si,01-Si,02-No,3-Superior/universitaria,5,21- Empleado especializado público o privado
GHCUES1328,4,3-Hijo,2-Mujer,15,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES1329,1,1-Jefe del hogar,1-Hombre,70,,01-Si,01-Si,02-No,1-Primaria,4,00-Ninguna
GHCUES1329,2,3-Hijo,1-Hombre,34,,01-Si,01-Si,02-No,3-Superior/universitaria,6,14- Comerciante ambulante
GHCUES1330,1,1-Jefe del hogar,1-Hombre,25,,01-Si,01-Si,02-No,9-No sabe,8,18- Obrero especializado de fábrica
GHCUES1330,3,3-Hijo,1-Hombre,9,,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES1330,2,2-Esposa/esposo,2-Mujer,26,1-Embarazada,01-Si,01-Si,02-No,2-Secundaria,1,06 - Ama de casa
GHCUES1330,4,3-Hijo,2-Mujer,7,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1330,5,3-Hijo,2-Mujer,4,4-No aplica,,,,,,
GHCUES1331,1,1-Jefe del hogar,1-Hombre,40,,01-Si,01-Si,02-No,1-Primaria,3,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1331,3,3-Hijo,1-Hombre,19,,01-Si,01-Si,02-No,2-Secundaria,5,18- Obrero especializado de fábrica
GHCUES1331,2,2-Esposa/esposo,2-Mujer,41,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,2,06 - Ama de casa
GHCUES1331,4,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,5,07 - Escolar / estudiante
GHCUES1331,5,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES1333,1,1-Jefe del hogar,1-Hombre,50,,01-Si,01-Si,02-No,,,19- Obrero especializado independiente
GHCUES1333,3,3-Hijo,1-Hombre,1,,,,,,,
GHCUES1333,4,3-Hijo,1-Hombre,21,,01-Si,01-Si,02-No,2-Secundaria,3,00-Ninguna
GHCUES1333,2,2-Esposa/esposo,2-Mujer,22,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,06 - Ama de casa
GHCUES1334,1,1-Jefe del hogar,1-Hombre,44,,01-Si,01-Si,02-No,3-Superior/universitaria,6,22- Profesional
GHCUES1334,3,3-Hijo,1-Hombre,22,,01-Si,01-Si,02-No,2-Secundaria,5,18- Obrero especializado de fábrica
GHCUES1334,4,3-Hijo,1-Hombre,17,,01-Si,01-Si,01-Si,2-Secundaria,3,07 - Escolar / estudiante
GHCUES1334,6,3-Hijo,1-Hombre,14,,01-Si,01-Si,01-Si,2-Secundaria,1,
GHCUES1334,8,12-No hay parentesco,1-Hombre,85,,01-Si,01-Si,02-No,9-No sabe,8,00-Ninguna
GHCUES1334,2,2-Esposa/esposo,2-Mujer,34,3-No embarazada ni lactante,01-Si,01-Si,02-No,3-Superior/universitaria,3,06 - Ama de casa
GHCUES1334,5,3-Hijo,2-Mujer,3,4-No aplica,,,,,,
GHCUES1334,7,11-Empleada doméstica,2-Mujer,61,4-No aplica,01-Si,01-Si,02-No,1-Primaria,2,09- Trabajador en oficios domésticos
GHCUES1335,1,1-Jefe del hogar,1-Hombre,33,,01-Si,01-Si,01-Si,2-Secundaria,5,15- Comerciante fijo en la comunidad
GHCUES1335,4,3-Hijo,1-Hombre,9,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1335,2,2-Esposa/esposo,2-Mujer,36,3-No embarazada ni lactante,01-Si,01-Si,02-No,3-Superior/universitaria,5,18- Obrero especializado de fábrica
GHCUES1335,3,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
